Document_Title,Authors,Author_Affiliations,Publication_Title,Date_Added_To_Xplore,Publication_Year,Abstract,Author_Keywords,IEEE_Terms,INSPEC_Controlled_Terms,Online_Date,Publisher
The Effect of High Performance Computer on Deep Learning: A Face Expression Recognition Case,"X. Zhang,  F. Reveriano,  J. Lu,  X. Fu,  T. Zhang","Department of Computer Engineering, University of Houston-Clear Lake, Houston, USA,  Department of Computer Engineering, University of Houston-Clear Lake, Houston, USA,  Department of Computer Engineering, University of Houston-Clear Lake, Houston, USA,  Electrical Engineering and Computer Science, Texas A&M University-Kingsville, Kingsville, TX,  Computer Science & Engineering Technology, University of Houston-Downtown, Houston, USA",2019 IEEE International Conference on Computational Science and Engineering (CSE) and IEEE International Conference on Embedded and Ubiquitous Computing (EUC),05-Dec-19,2019,"In this paper, the facial expression recognition(FER) application is achieved by integrating Machine Learning and High Performance Computing (HPC). The convolutional neural network(CNN) will be trained utilizing the XSEDE high-performance computing resources. To observe the performance of HPC, CNN model has been trained with different values of parameters and their training times are provided. Compared to an ordinary computer, HPC with CPU and Google Colaboratory with GPU, this research explores the highest work efficiency of HPC with GPU with respect to operating time.","[convolutional neural networks, facial expression recognition, high performance computer, Google Colaboratory]","[Graphics processing units, Computer performance, Training, Google, Computational modeling, Computer architecture, Face]","[convolutional neural nets, face recognition, graphics processing units, learning (artificial intelligence), parallel processing]",05-Dec-19,IEEE
The mathematical providing of procedure of relative-level knowledge evaluation for computer testing,K. Chaban,"Lviv Polytechnic National University, Lviv, Ukraine",2008 International Conference on Modern Problems of Radio Engineering," Telecommunications and Computer Science"" (TCSET)""",01-Mar-10,478,[https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5423397],"[Independent of computer testing, Procedures of knowledge evaluation, Rating of testing]","[Testing, Estimation, Computers, Digital signal processing, Educational institutions, Europe, Materials]",,
Phoneme Recognition Based Software System for Computer Interaction by Disabled People,"Y. M. Nolan,  A. de Paor","Department of Electronic and Electrical Engineering, National University of Ireland, Dublin, Ireland,  Department of Electronic and Electrical Engineering, National University of Ireland, Dublin, Ireland","EUROCON 2005 - The International Conference on Computer as a Tool""",15-May-06,2005,"This paper describes a software-based system for communication and control by disabled people based on automatic recognition of phonemes. This program allows users to navigate around an alphabet board by making phonemic utterances, thus enabling the user to spell out messages. Phoneme recognition provides an alternative to speech recognition technologies for people who have lost the ability to speak (often due to a stroke, accident or other disabling condition) but remain capable of producing simple repeatable utterances","[assistive technology, human computer interaction, phoneme recognition, speech recognition]","[Software systems, Communication system control, Speech recognition, Accidents, Communication switching, Computer vision, Cameras, Switches, Head, Automatic control]","[handicapped aids, human computer interaction, speech recognition]",15-May-06,IEEE
Computer-Aided Visualization Design of Graphic Information in New Media under the Background of 5G Era,"W. Hu,  Z. Zhang","School of Creative Design, Hainan Tropical Ocean University, Sanya, China,  School of Creative Design, Hainan Tropical Ocean University, Sanya, China",2020 2nd International Conference on Information Technology and Computer Application (ITCA),07-May-21,2020,"With the advent of the 5G era, the information visualization design has become an important part in the information communication process under the explosive growth of mass information data. It is extremely urgent to eliminate the ineffective transfer of effective information acquired by the audience in the information communication. The information communication breadth and reading depth can be enhanced through the conscious information generalization and design in artistic form.","[component, 5G era, information visualization design, computer]","[Visualization, 5G mobile communication, Data visualization, Receivers, Computer applications, Media, Packaging]","[5G mobile communication, CAD, computer graphics, data visualisation, telecommunication computing]",07-May-21,IEEE
Computer-Assisted Dynamic Assessment on Translation Performance,J. Li,"Nanchang Institute of Technology, Faculty of Foreign Language, Nanchang, Jiangxi Province, China",2021 7th Annual International Conference on Network and Information Systems for Computers (ICNISC),23-Nov-21,2021,"Dynamic assessment of classroom teaching is a process focusing on assessing the interactions among teachers, students and learning tasks. As an important part of teaching activities, dynamic assessment of classroom teaching will contribute to getting a comprehensive understanding of the gap, and enhancing students' self-confidence for learning. In the course of such an assessment, the assessor should have a dialogue with the assessed, aiming at making appropriate judgment for the behaviors of the assessed after they finish a learning task and exploring how to make these behaviors affect the learning process in the future. This study focuses on the facilitative effect of dynamic assessment under the context of sci-tech translation.","[dynamic assessment, computer-assisted, translation performance]","[Computers, Education, Focusing, Task analysis, Information systems]","[computer aided instruction, teaching]",23-Nov-21,IEEE
Adaptation of hybrid human-computer interaction systems using EEG error-related potentials,"R. Chavarriaga,  A. Biasiucci,  K. Förster,  D. Roggen,  G. Tröster,  J. d. R. Millán","EPFL, Chair on Non-Invasive Brain-Computer Interface (CNBI), Lausanne, Switzerland,  EPFL, Chair on Non-Invasive Brain-Computer Interface (CNBI), Lausanne, Switzerland,  ETH Zurich, Wearable Computing Lab, Zurich, Switzerland,  ETH Zurich, Wearable Computing Lab, Switzerland,  ETH Zurich, Wearable Computing Lab, Switzerland,  EPFL, Chair on Non-Invasive Brain-Computer Interface (CNBI), Lausanne, Switzerland",2010 Annual International Conference of the IEEE Engineering in Medicine and Biology,11-Nov-10,2010,"Performance improvement in both humans and artificial systems strongly relies in the ability of recognizing erroneous behavior or decisions. This paper, that builds upon previous studies on EEG error-related signals, presents a hybrid approach for human computer interaction that uses human gestures to send commands to a computer and exploits brain activity to provide implicit feedback about the recognition of such commands. Using a simple computer game as a case study, we show that EEG activity evoked by erroneous gesture recognition can be classified in single trials above random levels. Automatic artifact rejection techniques are used, taking into account that subjects are allowed to move during the experiment. Moreover, we present a simple adaptation mechanism that uses the EEG signal to label newly acquired samples and can be used to re-calibrate the gesture recognition system in a supervised manner. Offline analysis show that, although the achieved EEG decoding accuracy is far from being perfect, these signals convey sufficient information to significantly improve the overall system performance.",,"[Electroencephalography, Gesture recognition, Brain modeling, Games, Human computer interaction, Accuracy, Brain computer interfaces]","[bioelectric potentials, brain-computer interfaces, calibration, computer games, decoding, electroencephalography, gesture recognition, medical signal processing, signal classification]",11-Nov-10,IEEE
Preliminary Assessment of a Novel Intraoral-Tongue Operated Assistive Technology with Computer Interface,"F. Kong,  Y. Jia,  M. Ghovanloo","School of Electrical and Computer Engineering at Georgia Institute of Technology, MaxLinear Inc., Carlsbad, CA,  Bioelectronics Lab, North Carolina State University, Raleigh, NC, USA,  Bionics Science Inc., Atlanta, GA, USA",2020 IEEE 63rd International Midwest Symposium on Circuits and Systems (MWSCAS),02-Sep-20,2020,"Assistive Technologies (ATs) are dedicated for the people who have severe physical disabilities to improve the quality of their lives by utilizing the users' remaining abilities, such as head and eyeball movements. A novel intra-oral tongue operated assistive technology, called intraoral tongue drive system (iTDS), has been proposed to help the users live more independently. The latest iTDS is a stand-alone version by implementing the advanced signal processing algorithm to process the tongue commands locally and send out to the target devices, such as a personal computer. In this paper, the focus is the preliminary assessment of the stand-alone iTDS (s-iTDS). Four able-bodied subjects joined the study. Each subject completed two computer accessing tasks, center-out tapping and maze navigation, using s-iTDS for 5 sessions in total. The evaluation was compared with the previous TDS versions, including external TDS (eTDS) and multi-modal TDS (mTDS), and the golden standard, keyboard & mouse (KnM) combinations. The throughput of the center-out tapping task was reported as 2.23 bps using the latest s-iTDS, more than two times higher than the results of eTDS and mTDS. The error rate and miss target rate are 22.5% and 13.76%, respectively, demonstrating better performance among the presented TDS. In terms of the maze navigation task, 1.78 bps throughput was reported with s-iTDS.","[Assistive Technologies (ATs), Computer Access, Human-Computer Interaction (HCI), intraoral Tongue Drive System (iTDS), Brain-Tongue Computer Interface (BTCI)]","[Task analysis, Tongue, Navigation, Performance evaluation, Throughput, Robustness, Wireless communication]","[assisted living, computer interfaces, handicapped aids, signal processing]",02-Sep-20,IEEE
Research on Gesture Recognition Method Based on Computer Vision Technology,"H. Cui,  Y. Wang","Northeastern University, Software College, Shenyang, China,  Beijing University of Posts and Telecommunications, International College, Bei Jing, China",2020 International Conference on Computer Information and Big Data Applications (CIBDA),27-Jul-20,2020,"From the directions of the framework model of gesture recognition system, gesture segmentation, gesture modeling and analysis, and gesture recognition, we systematically summarize the current research status of dynamic vision recognition technology in computer vision, analyze its shortcomings. The results show that gesture recognition based on simple wearable devices, gesture recognition based on deep vision sensors, and multi-method cross-fusion gesture recognition will be the development trends in this field in the future.","[human-computer interaction, gesture recognition, computer vision, gesture model, hidden Markov model]","[Gesture recognition, Motion segmentation, Computational modeling, Hidden Markov models, Image color analysis, Analytical models, Feature extraction]","[computer vision, gesture recognition, image fusion, image segmentation, wearable computers]",27-Jul-20,IEEE
Research on the Evolution Law of Human-computer Interaction Function in Computer Operating System and Control Mode,"J. Qingquan,  G. Yinming,  Z. Rui,  L. Qiaozhen","School of Economics and Management, Xiamen University of Technology, Xiamen, China,  School of Economics and Management, Xiamen University of Technology, Xiamen, China,  School of Economics and Management, Xiamen University of Technology, Xiamen, China,  School of Economics and Management, Xiamen University of Technology, Xiamen, China",2020 Management Science Informatization and Economic Innovation Development Conference (MSIEID),23-Mar-21,2020,"With the development of computer technology, computer operating systems and control methods are gradually optimized, of which the human-computer interaction function is prevalent and under highly-valued. Even though it facilitates people's lives, in the meantime it still has shortcomings and needs to be improved. This paper studies the development process and evolution law of the human-computer interaction function module in the computer's operating system and control method, and at the last part, its current deficiencies has been analyzed according to development status and social requirements also focused on the trend of human-computer interaction in the future. This study used comparison and contrast method to classify the different ways of human-computer interaction at each stage and its application results. Finally, it draws a conclusion about its evolution law: human-computer interaction goes from complex to simple, and then from single to compound.","[Human-Machine Interaction, Operating System, Intelligent equipment]","[Human computer interaction, Technological innovation, Systematics, Operating systems, Process control, Control systems, Market research]","[human computer interaction, operating systems (computers)]",23-Mar-21,IEEE
Online Evaluation System of Students' Daily Emotional Intervention Effect Based on Human Computer Interaction Platform,"P. Jie,  G. Hui","Mental health education and counseling center, Inner Mongolia Technical College of Instruction, Huhhot, China,  student Office Ordos Vocational College, Ordos, China",2020 IEEE International Conference on Industrial Application of Artificial Intelligence (IAAI),01-Feb-21,2020,"At present, students' psychological problems have become the focus of social concern. In the daily emotional intervention, the online evaluation system of students' daily emotional intervention effect is poor. The main reason is that the system has poor command analysis ability for users. To solve the above problems, an online evaluation system of students' daily emotional intervention effect based on human-computer interaction platform is designed. ADuC834 MCU is used as data processing chip, and FPGA core board is used as human-computer interaction chip. The two chips are set as the core processor of the system, and the power circuit is set according to the processor. The weight of influencing factors of artificial intervention effect was calculated, and the evaluation model of artificial intervention effect of students' daily emotion was constructed to complete the intervention effect evaluation. At the same time, the human-computer interaction program is set to realize the communication between the user and the system. So far, the online evaluation system of students' daily emotional intervention effect based on human-computer interaction platform has been completed. Through the comparison with other two traditional systems, the response time and user parallelism of this system are obviously better than the traditional system. In conclusion, the performance of the online evaluation system for students' daily emotional intervention based on human-computer interaction platform has been significantly improved.","[human computer interaction platform, emotional artificial intervention, effect evaluation, core controller]","[Human computer interaction, Psychology, Parallel processing, Time factors, Artificial intelligence, Integrated circuit modeling, Field programmable gate arrays]","[emotion recognition, field programmable gate arrays, human computer interaction, microcontrollers, psychology]",01-Feb-21,IEEE
Computer Network Security Encryption Technology Based on Neural Network,Z. Dong,"Shandong Vocational College of Light Industry, Shandong, China",2022 World Automation Congress (WAC),08-Nov-22,2022,"With the rapid development of computer networks and information technology today, people are more inclined to use network systems to achieve various data exchanges. Alibaba, Tencent and other companies' virtual payment has become the mainstream payment method. Due to the globalization and openness of the network, anyone can freely enter and exit, which brings huge hidden dangers to NS(network security). NS has become an important issue that we have to face. Once important information is stolen, it is likely to cause very large losses to individuals and even the society. This article mainly studies the computer NS encryption technology of neural network. First of all, the current situation of computer NS is comprehensively reflected from the two aspects of domestic Internet users and NS penetration rate in recent years. By 2020, the number of Chinese residents using the Internet has reached 1.034 billion, and 77.3% of Internet users are generally aware of NS. Secondly, it analyzes the effect of NN(neural network) on computer NS encryption technology. The results show that the use of NN in computer encryption technology not only helps to improve security and convenience, but also prevents the secondary transmission of data and prevents related information leakage.","[Neural Network, Network Security, Computer Network, Encryption Technology]","[Information security, Artificial neural networks, Production, Network security, Encryption, Internet, Computer security]","[computer network security, cryptography, Internet, neural nets]",08-Nov-22,IEEE
"Exploration and Practice of ""Two Courses in One"" Teaching of Computer Foundation and Programming in Independent Colleges","S. Wang,  T. Qin","Zhuhai College of Beijing University of Technology, Guangdong, Zhuhai, China,  Zhuhai Technician College, Guangdong, Zhuhai, China","2020 International Conference on Computers, Information Processing and Advanced Education (CIPAE)",11-Mar-21,2020,"Promoting the teaching of ""Two Courses in One"" of computer foundation and programming is helpful to the effective promotion of computer science and technology in our country. This paper mainly introduces the teaching advantages of ""Two Courses in One"" in computer foundation and program design, discusses the implementation elements of ""Two Courses in One"" teaching scheme, and proposes a three-stage ""Two Courses in One"" teaching design scheme of reorganizing course content, optimizing teaching scheme and arousing deep integration. The integration of online teaching, situational teaching and cooperative teaching promotes the implementation of the ""Two Courses in One"" reorganization teaching plan, aiming at optimizing the teaching environment and deepening the educational purpose.","[Computer foundation, Programming, ""Two Courses in One"" Teaching Plan]","[Education, Information processing, Programming profession, Optimization]","[computer aided instruction, computer science education, educational administrative data processing, educational courses, educational institutions, teaching]",11-Mar-21,IEEE
An experience with peer assessment in the context of a Computer Systems course,I. S. Montagner,"Departament of Engineering Insper, São Paulo, Brazil",2019 IEEE Frontiers in Education Conference (FIE),12-Mar-20,2019,"In this paper, situated in the Research-to-Practice Category, we describe a Work in Progress on the application of Peer Assessment in the context of a Computer Science course. Peer Assessment has been studied both as way of generating learning experiences and as a way of improving the efficiency and accuracy of the feedback loop. We report on this paper the execution of a Peer Assessment activity on a Computer Systems course. After solving an one-hour quiz containing easy to moderate questions, students received a set of detailed grading instructions and were asked to grade a colleague's quiz. We borrow concepts from rubric design to create informative grading instructions that relate parts of the student's answers to the learning objectives of the quiz. Students received support from the instructor on how to grade but not on their grading. We validated our experience by analysing student perception using a questionnaire and by comparing student assigned grades to instructor assigned ones. Encouraging results were found to support both the learning and the grading aspects, although sample size (N=20) did not allow more complex statistical analysis to be performed. We also analyzed the in-class execution of the activity, listing successes and points of improvement.","[Assessment, Computer Science Education]","[Transforms, Histograms, Computer science, Feedback loop, Statistical analysis, Indexes, Computer science education]","[computer aided instruction, computer science education, educational courses, peer-to-peer computing, statistical analysis]",12-Mar-20,IEEE
Students' Tracking Data: An Approach for Efficiently Tracking Computer Mediated Communications in Distance Learning,"M. May,  S. George,  P. Prévôt","INSA-Lyon, LIESP Laboratory, Villeurbanne, France,  INSA-Lyon, LIESP Laboratory, Villeurbanne, France,  INSA-Lyon, LIESP Laboratory, Villeurbanne, France",2008 Eighth IEEE International Conference on Advanced Learning Technologies,15-Jul-08,2008,"This paper presents an approach for closely observing the different levels of Human and Computer Interactions during student’s communication activities on Computer Mediated Communication (CMC) tools. It focuses on how to efficiently track learners’ activities, along with their outputs, and to exploit the collected tracking data in order to assist participants, both learners and teachers, in the learning process. Three experiments using the system and the result analysis are also presented.","[Tracking data, Computer Mediated Communication, HCI, Tracking System, Traces analysis, Data Indicator]","[Computer mediated communication, Computer aided instruction, Information analysis, Collaborative work, Discussion forums, Laboratories, Humans, Monitoring, Collaborative tools, Data visualization]","[computer mediated communication, distance learning, human computer interaction, human factors]",15-Jul-08,IEEE
Improving basic statistic learning through computer-assisted instruction: Exploring Indonesian student learning experience,"R. Faradisa,  M. H. Assidiqi,  M. Zikky","Dept. of Multimedia Broadcasting Technology Electronic Engineering Polytechnic Institute of Surabaya Surabaya, Indonesia,  Dept. of Multimedia Broadcasting Technology Electronic Engineering Polytechnic Institute of Surabaya Surabaya, Indonesia,  Dept. of Game Technology Electronic Engineering Polytechnic Institute of Surabaya Surabaya, Indonesia",2016 International Electronics Symposium (IES),23-Feb-17,2016,"In this research is given a study about the use of interactive media, basic statistics interactive quiz, in support learning for Indonesian Student. The developed interactive media is a Computer-Assisted Interaction in the form of quiz or exercises, where the quiz is arranged as chunk and incremental. This quiz form is chosen as one means to learn actively which is proven to be effective in improving the understanding and ability to learn. As the experimental, a number random student assign to receive computer-assisted instruction in basic statistic through basic statistic interactive quiz. Before and after the intervention, a paper and pencil test on basic statistic was administered. From the results of studies conducted, found that the developed interactive application is quite attractive for Indonesian students and could improve student's ability in the related materials. In addition, the applications developed also got a good appreciation from teachers.","[Computer-assisted Instruction, Interactive quiz, Indonesian Student, Mathematic Education]","[Mathematics, Education, Media, Computers, Animals, Computer applications, Games]","[computer aided instruction, human computer interaction, interactive systems, mathematics computing, statistics]",23-Feb-17,IEEE
The exploration and practice of basic college computer education,"H. Zhuang,  L. Li","School of Information Technology, Zhejiang Science and Technology University, Hangzhou, China,  School of Information Technology, Zhejiang Science and Technology University, Hangzhou, China",2012 7th International Conference on Computer Science & Education (ICCSE),06-Sep-12,2012,"The reform of basic college computer teaching needs to adjust content modules because of the diversity of teaching objects. On the analysis of Reform theory of basic computer teaching in universities, the paper propose the new teaching practice on recombination of teaching object, the restructuring of the teaching content and the reform of teaching method. The practice discussed and explored in the paper was based on three aspects, which are diversifying students according to their competence, assigning different teaching modules according to students' different levels, and matching teaching method with skills effectively. All these help to solve the main problems faced in the basic computer education.","[Teaching Model, Reform, Classification of teaching]","[Computer science, Australia]","[computer science education, educational institutions, teaching]",06-Sep-12,IEEE
A network sharable graphics education aid based on interactive evolutionary computation,"H. Nishino,  Y. Iwakiri,  T. Sueyoshi,  T. Kagawa,  K. Utsumiya","Department of Computer Science and Intelligent Systems, Oita University, Oita, Japan,  Department of Computer Science and Intelligent Systems, Oita University, Oita, Japan,  Department of Computer Science and Intelligent Systems, Oita University, Oita, Japan,  Department of Computer Science and Intelligent Systems, Oita University, Oita, Japan,  Department of Computer Science and Intelligent Systems, Oita University, Oita, Japan","2005 IEEE International Conference on Systems, Man and Cybernetics",10-Jan-06,2005,"A synthetic approach to effectively support 3D computer graphics (3DCG) education is proposed. Interactive evolutionary computation (IEC) has been applied for 3DCG authoring and education domains and proven to be useful for easily generating aesthetic 3DCG contents especially for novice users. The previous systems, however, only focus on a specific subtask out of a whole 3DCG production process. All dominant tasks in the 3DCG production such as geometric modeling, lighting, texture mapping, and animation are covered in our approach. The proposed method reorganizes a monolithic IEC system into a combination of front-end IEC explorer and back-end graphics engines. Because the system is written in Java and workable on the Internet, it can easily be downloaded and utilized as an aid for learning the whole 3DCG production process with complementing the theoretical aspects with various contents being created.","[Soft Computing, 3D computer graphics, e-learning, interactive evolutionary computation, genetic algorithm]","[Evolutionary computation, Computer science education, IEC, Computer graphics, Educational products, Production systems, Solid modeling, Animation, Search engines, Java]","[computer animation, solid modelling, rendering (computer graphics), image texture, lighting, computer science education, interactive systems, authoring systems, genetic algorithms, Java, Internet, computer aided instruction]",10-Jan-06,IEEE
RISC-based architecture for computer hardware introduction,"A. H. Zavala,  J. Avante R.,  Q. Duarte R.,  J. D. Valencia P.","Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas –Instituto Politícnico Nacional, Distrito Federal, México,  Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas –Instituto Politícnico Nacional, Distrito Federal, México,  Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas –Instituto Politícnico Nacional, Distrito Federal, México,  Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas –Instituto Politícnico Nacional, Distrito Federal, México",2011 3rd International Conference on Computer Research and Development,05-May-11,2011,"Nowadays, computers are indispensable tools for most of everyday activities ranging from consumer electronics to industrial process automation. Complexity of new applications leads computer engineers to use embedded systems in order to develop high performance technological solutions that can achieve high speed processing while exploiting hardware resources efficiently. In order to develop embedded systems is necessary to understand the basic operation of a computer system, mainly composed of memory, a peripheral controller and a microprocessor. This work presents the design and implementation of an 8 bit RISC soft core processor intended for computer architecture introduction considered to be an effective solution for computer comprehension. Final circuit can be used as a soft core for FPGA embedded designs mainly for control and automation applications.","[Digital Logic, Microprocessor, Computer Architecture, Programmable Logic]","[Registers, Random access memory, Computers, Computer architecture, Logic gates, Hardware, Radiation detectors]","[embedded systems, field programmable gate arrays, microprocessor chips, reduced instruction set computing]",05-May-11,IEEE
Use of Computer Vision Based Hand Tracking in Educational Environments,"V. Križnar,  M. Leskovšek,  B. Batagelj","Faculty of Computer and Information Science, University of Ljubljana, Ljubljana, Slovenia,  Faculty of Computer and Information Science, University of Ljubljana, Ljubljana, Slovenia,  Faculty of Computer and Information Science, University of Ljubljana, Ljubljana, Slovenia","2021 44th International Convention on Information, Communication and Electronic Technology (MIPRO)",15-Nov-21,2021,"Computer vision and it's use is starting to represent a major part of our daily life. Analysis of captured pictures and the use of the information that they contain can support specific tasks in an increasing number of applications. In this paper we present two out of the box solutions for making teamwork-based education more interesting by using wireless plugins. For this reason we used two different systems for detecting palms and fingers of user's hands. We developed two different applications to test each of the two out of the box solutions. The first application supports teacher-student cooperation. Students on remote computers can draw various shapes and lines fully via hand tracking and the shapes are then simultaneously redrawn on the teacher's or student's computer. It uses Google's MediaPipe library for hand tracking and Node.js for server communication. The second application is a simple video game aimed primarily at preschool children. By playing the game, children learn basic shapes, colors and logical thinking. The application uses the handtrack.js library for hand-tracking and HTML/CSS with JavaScript for the base application. Both applications demonstrate how computer vision can be easily integrated into remote educational user interfaces. We hope that this will stimulate other developers of educational applications to integrate into their application also computer vision based interaction.","[education, computer vision, hand tracking, mediapipe, handtrack.js]","[Wireless communication, Computer vision, Shape, Education, Games, User interfaces, Libraries]","[computer aided instruction, computer vision, human computer interaction, hypermedia markup languages, Java, object tracking, serious games (computing), user interfaces]",15-Nov-21,IEEE
A Smart Camera for Multimodal Human Computer Interaction,"Yu Shi,  P. Raniga,  I. Mohamed","Australian Technology Park, NICTA, Eveleigh, NSW, Australia,  University of Sydney, Darlington, NSW, Australia,  University of Queensland, Brisbane, QLD, Australia",2006 IEEE International Symposium on Consumer Electronics,11-Sep-06,2006,"A smart camera is an embedded vision system which, in addition to image capture, performs image analysis and pattern recognition to provide as output a high-level understanding of the imaged scene. Smart cameras are essential components to build active and automated control systems for many applications, such as surveillance, machine vision, and interactive visualization systems. The heart of smart camera is the intelligent image processing algorithms that turn raw data into knowledge. The design of smart camera is challenging because on one hand video processing has insatiable demand for performance and power, and on the other hand embedded systems place considerable constraints on the design. In this paper we firstly present an overview of smart camera technologies and the process to design smart cameras as embedded systems. We then present the design and implementation of a smart camera, called GestureCam, which can recognize simple hand and head gestures. The camera uses a CMOS image sensor as capture front-end, and the image processing and gesture recognition is completely built on a single FPGA device. The experimental results have shown it to be robust with enough performance to meet real-time constraints. We plan to use the GestureCam to build next generation of natural multimodal human computer interfaces.","[Human Computer Interface, Computer Vision, Smart Cameras, Embedded System]","[Smart cameras, Human computer interaction, Machine vision, Image processing, Embedded system, CMOS image sensors, Image analysis, Pattern recognition, Layout, Automatic control]","[CMOS image sensors, computer vision, embedded systems, field programmable gate arrays, gesture recognition, human computer interaction, video cameras]",11-Sep-06,IEEE
Proposal of a gamified virtual learning environment for computer programming courses,"A. F. Pineda-Corcho,  J. Moreno-Cadavid","Universidad Nacional de Colombia, Medellín, Colombia,  Universidad Nacional de Colombia Unal - GUIAME, Medellín, Colombia",2017 IEEE Global Engineering Education Conference (EDUCON),08-Jun-17,2017,"Many computer science teachers would agree that programming is as much science as it is art. Therefore, a lot of practice is needed to become a good programmer. Within this context, we present in this paper a virtual learning environment called TICademia, which is based on two main approaches: gamification on one side, and competitive programming on the other. We describe its main features and present a brief comparison with several existing alternatives.","[computer sciences, computer programming, competitive programming, gamification, virtual learning environments]","[Computers, Education, Facebook, Google, Programming profession, Java]","[computer aided instruction, computer science education, serious games (computing)]",08-Jun-17,IEEE
Effects of computer-based modeling learning activities on elementary school students' modeling practices,"Y. Lin,  M. Tsuei","Department of Education, Taipei Municipal University of Education, Taipei, Taiwan,  Graduate School of Education Communications and Technology, National Taipei University of Education, Taipei, Taiwan",2011 International Conference on Electrical and Control Engineering,24-Oct-11,2011,"This study was conducted to explore the effects of computer-based modeling learning activates on sixth graders' modeling practices. The subjects of this study were 33 sixth graders in Taipei Taiwan. The experimental group received an instruction which was based on Model-It, a computer-based modeling tool, and a set of computer-based modeling learning activities. Paper and pencil tests of modeling practices were used both before and after the study to evaluate students' development of specific modeling practices. Three pairs of sixth graders' conversations and computer activities during the modeling learning activities were video recorded when they created their models. The results of this study revealed that (1) the development of modeling practices were effectively enhanced through the computer-based modeling learning activities,  and (2) One aspect of modeling practices, synthesizing, was significant than others (effect size = 0.89),  (3) Computer-based modeling tools allow students to express, test, and revise their models. This study suggested that science teacher should let students value the purpose and utility of models and design and implement of a sequence of computer-based modeling learning activities associated with a computer-based modeling tool to promote students' conceptual learning and modeling practices in the classroom.","[computer-based modeling, modeling practices]","[Computational modeling, Biological system modeling, Educational institutions, Presses, Computers, Cognitive science]","[computer aided instruction, natural sciences computing]",24-Oct-11,IEEE
Vision-Based Multimodal Human Computer Interface Based on Parallel Tracking of Eye and Hand Motion,"G. Shin,  J. Chun","The Department of Computer Science, Kyonggi University, South Korea,  The Department of Computer Science, Kyonggi University, South Korea",2007 International Conference on Convergence Information Technology (ICCIT 2007),07-Jan-08,2007,"This paper presents a vision-based multimodal human computer interface system using eye and hand motion tracking. Conventional vision-based human computer interface use eye or hand motion tracking individually. However, the proposed vision-based virtual interface is integrating the function of the motion tracking of eye blinking and hand gesture with the function of their recognition as a virtual interface. The proposed virtual multimodal interface system provides vision-based mechanism to communicate between human and computer system rather than using conventional human computer interface. For motion tracking and recognition of eye and hand gesture we exploite optical flow method and template matching. In order to minimize the error to detected and track the specific human features caused by light variation, the enhancement of each frame is performed by histogram equalization and max-min normalization. For eye and hand region detection we use HT skin color which is nonparametric model and robust to light variation. While tracking the positions of hand and eye using optical flow method, predefined hand gesture and eye blinking are recognized by template matching. In the experiment, we apply the developed interface to control the motion of 3D models developed in Open GL environments. From experiments we can show that the proposed interface can effectively subsitute the role of existing interface device such as a mouse.",,"[Humans, Computer interfaces, Tracking, Image motion analysis, Computer vision, Computer errors, Histograms, Skin, Robustness, Motion control]","[computer vision, image colour analysis, image sequences, user interfaces]",07-Jan-08,IEEE
Computer vision-based classification of hand grip variations in neurorehabilitation,"J. Zariffa,  J. D. Steeves","International Collaboration On Repair Discoveries (ICORD), University of British Columbia and Vancouver Coastal Health Research Institute, Vancouver, BC, Canada,  International Collaboration On Repair Discoveries (ICORD), University of British Columbia and Vancouver Coastal Health Research Institute, Vancouver, BC, Canada",2011 IEEE International Conference on Rehabilitation Robotics,11-Aug-11,2011,"The complexity of hand function is such that most existing upper limb rehabilitation robotic devices use only simplified hand interfaces. This is in contrast to the importance of the hand in regaining function after neurological injury. Computer vision technology has been used to identify hand posture in the field of Human Computer Interaction, but this approach has not been translated to the rehabilitation context. We describe a computer vision-based classifier that can be used to discriminate rehabilitation-relevant hand postures, and could be integrated into a virtual reality-based upper limb rehabilitation system. The proposed system was tested on a set of video recordings from able-bodied individuals performing cylindrical grasps, lateral key grips, and tip-to-tip pinches. The overall classification success rate was 91.2%, and was above 98% for 6 out of the 10 subjects.","[robotic rehabilitation, hand posture, computer vision, cylindrical grasp, lateral key grip, tip-to-tip pinch]","[Pixel, Robots, Accuracy, Cameras, Training, Virtual reality, Human computer interaction]","[biological organs, biomechanics, biomedical equipment, computer vision, human computer interaction, medical computing, medical robotics, neurophysiology, patient rehabilitation, video recording, virtual reality]",11-Aug-11,IEEE
